r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Be-F,g(r)_unweighted_Be-F,g(r)_weighted_Be-Be,g(r)_unweighted_Be-Be,g(r)_weighted_F-F,g(r)_unweighted_F-F,g(r)_weighted_Be-Li,g(r)_unweighted_Be-Li,g(r)_weighted_Li-F,g(r)_unweighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
8.365106738353353,0.056803701151099825,1.0224666207197968,0.16640388408716308,0.9984233045229788,0.05419589705131206,0.9755261469236169,0.4850008022924814,0.9700016045849629,0.0562385408639113,1.0122937355504034,0.16675830299877947,1.000549817992677,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.375006272954955,0.056793163410976615,1.022276941397579,0.16645742238796898,0.9987445343278142,0.05420851695866013,0.9757533052558822,0.4847053090315667,0.9694106180631336,0.05617431974933059,1.0111377554879506,0.16692732122359996,1.0015639273416,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.384905807556557,0.05678262567085339,1.022087262075361,0.16651096068877488,0.9990657641326495,0.0542211368660082,0.9759804635881475,0.4846188148025946,0.9692376296051893,0.056110098634749896,1.009981775425498,0.16709633944842037,1.0025780366905224,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.394805342158158,0.05677208793073018,1.0218975827531431,0.16656449898958073,0.9993869939374846,0.05423375677335626,0.9762076219204127,0.4845772111032879,0.9691544222065759,0.056045877520169214,1.0088257953630457,0.16726535767324077,1.0035921460394448,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.40470487675976,0.056761550190606955,1.021707903430925,0.16661803729038663,0.99970822374232,0.05424637668070433,0.9764347802526779,0.48453560740398116,0.9690712148079624,0.055981656405588505,1.007669815300593,0.16743437589806123,1.0046062553883677,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.414604411361362,0.056751012450483744,1.0215182241087073,0.1666715755911925,1.0000294535471552,0.0542589965880524,0.9766619385849432,0.4844940037046745,0.9689880074093491,0.055917435291007817,1.0065138352381406,0.16760339412288164,1.00562036473729,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.424503945962963,0.05674047471036053,1.0213285447864895,0.1667251138919984,1.0003506833519906,0.05427161649540047,0.9768890969172084,0.48445240000536777,0.9689048000107356,0.05585321417642712,1.005357855175688,0.16777241234770204,1.0066344740862125,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.434403480564564,0.05672993697023731,1.0211388654642715,0.16677865219280427,1.0006719131568258,0.05428423640274854,0.9771162552494737,0.48441079630606104,0.9688215926121222,0.055788993061846426,1.0042018751132356,0.1679414305725225,1.0076485834351352,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.444303015166167,0.0567193992301141,1.0209491861420537,0.16683219049361017,1.0009931429616612,0.05429685631009661,0.9773434135817389,0.4843691926067544,0.9687383852135089,0.055724771947265724,1.003045895050783,0.16811044879734294,1.0086626927840578,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
8.454202549767768,0.05668495729925288,1.0203292313865517,0.16688572879441602,1.0013143727664964,0.054309476217444676,0.9775705719140041,0.48432758890744765,0.9686551778148954,0.05566055083268503,1.0018899149883305,0.16827946702216334,1.0096768021329803,1.2910053711325278e-09,3.3709919100015213e-11,1.95931,0
