r (A),g(r)_weighted_Be-F,g(r)_weighted_Li-F,g(r)_weighted_Be-Li,g(r)_weighted_Li-Li,g(r)_weighted_Be-Be,g(r)_weighted_F-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
1.13600755610005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1409900453811905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.145972534662331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1509550239434716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1559375132246121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1609200025057527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1659024917868932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.170884981068034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1758674703491745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.180849959630315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1858324489114556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.190814938192596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.1957974274737366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.2007799167548774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
1.205762406036018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0348372915386657,1.90187
