r (A),g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
2.8906978194994997,0.9593864641086649,2.878159392325995,0.053232227575978244,0.15969668272793475,0.016526253219981153,0.04957875965994346,0.7084462369906632,4.63223,4.48028
2.9055983237237237,0.9256579811900503,2.776973943570151,0.0581854759977768,0.1745564279933304,0.019562482802671033,0.0586874484080131,0.7084462369906632,4.63223,4.48028
2.920498827947948,0.8908654037778839,2.672596211333652,0.06313872441957535,0.18941617325872606,0.022598712385360906,0.06779613715608272,0.7084462369906632,4.63223,4.48028
2.9353993321721723,0.8517881923466151,2.555364577039845,0.06809197284137405,0.2042759185241222,0.025634941968050873,0.07690482590415262,0.7084462369906632,4.63223,4.48028
2.9502998363963964,0.8250326402222483,2.475097920666745,0.07304522126317262,0.21913566378951785,0.028671171550740754,0.08601351465222226,0.7084462369906632,4.63223,4.48028
2.965200340620621,0.7930263910399169,2.379079173119751,0.0793895908328571,0.2381687724985713,0.03170740113343072,0.09512220340029216,0.7084462369906632,4.63223,4.48028
2.980100844844845,0.7640145260455062,2.2920435781365187,0.08611853200058102,0.25835559600174307,0.03474363071612059,0.10423089214836179,0.7084462369906632,4.63223,4.48028
2.995001349069069,0.7347421552038418,2.2042264656115256,0.09284747316830494,0.2785424195049148,0.037779860298810475,0.11333958089643142,0.7084462369906632,4.63223,4.48028
3.0099018532932935,0.7003124050240888,2.1009372150722663,0.09957641433602905,0.2987292430080872,0.04309910005172586,0.1292973001551776,0.7084462369906632,4.63223,4.48028
3.0248023575175176,0.6722963656345394,2.0168890969036184,0.1066528750306153,0.3199586250918459,0.04924613596611161,0.14773840789833484,0.7084462369906632,4.63223,4.48028
3.0397028617417416,0.6465361204285323,1.939608361285597,0.11469022150635484,0.34407066451906454,0.05539317188049735,0.16617951564149205,0.7084462369906632,4.63223,4.48028
3.054603365965966,0.6226839552237354,1.8680518656712064,0.12272756798209464,0.36818270394628394,0.06154020779488327,0.18462062338464982,0.7084462369906632,4.63223,4.48028
3.06950387019019,0.5898492132659643,1.7695476397978929,0.1307649144578342,0.3922947433735026,0.06768724370926901,0.20306173112780704,0.7084462369906632,4.63223,4.48028
3.0844043744144143,0.5656736265414828,1.6970208796244486,0.1388606744714691,0.4165820234144073,0.07383427962365476,0.22150283887096428,0.7084462369906632,4.63223,4.48028
3.099304878638639,0.5455186923167237,1.636556076950171,0.14708493604571854,0.4412548081371556,0.08120267684996821,0.24360803054990463,0.7084462369906632,4.63223,4.48028
3.114205382862863,0.5275347715963858,1.5826043147891575,0.15530919761996773,0.4659275928599032,0.08898301526450714,0.2669490457935214,0.7084462369906632,4.63223,4.48028
3.129105887087087,0.5088432682331849,1.526529804699555,0.1635334591942169,0.4906003775826508,0.09676335367904607,0.2902900610371382,0.7084462369906632,4.63223,4.48028
3.1440063913113114,0.4896143136301361,1.4688429408904082,0.1718593309028057,0.5155779927084171,0.10454369209358523,0.3136310762807557,0.7084462369906632,4.63223,4.48028
3.1589068955355355,0.46942748969337306,1.4082824690801192,0.1801935423671348,0.5405806271014044,0.11272700877573089,0.33818102632719266,0.7084462369906632,4.63223,4.48028
3.17380739975976,0.45125841300473535,1.3537752390142062,0.18852775383146417,0.5655832614943925,0.12225967533560207,0.36677902600680623,0.7084462369906632,4.63223,4.48028
3.188707903983984,0.4380593362496395,1.3141780087489185,0.1969844189020809,0.5909532567062428,0.13179234189547298,0.39537702568641897,0.7084462369906632,4.63223,4.48028
3.203608408208208,0.42486025949454354,1.2745807784836307,0.20677635475773873,0.6203290642732162,0.1413250084553439,0.4239750253660317,0.7084462369906632,4.63223,4.48028
3.2185089124324326,0.4106253679180639,1.2318761037541919,0.21656829061339689,0.6497048718401907,0.15258806614805975,0.45776419844417926,0.7084462369906632,4.63223,4.48028
3.2334094166566567,0.39619552702555205,1.1885865810766563,0.22636022646905468,0.6790806794071641,0.16417679843130334,0.4925303952939101,0.7084462369906632,4.63223,4.48028
3.2483099208808808,0.3818100136625825,1.1454300409877476,0.2371014967798392,0.7113044903395176,0.1757856795882251,0.5273570387646753,0.7084462369906632,4.63223,4.48028
3.2632104251051053,0.3698474514353679,1.1095423543061038,0.2485226501633715,0.7455679504901145,0.18849590198538302,0.5654877059561491,0.7084462369906632,4.63223,4.48028
3.2781109293293293,0.35788488920815376,1.0736546676244614,0.25994380354690344,0.7798314106407104,0.2012061243825405,0.6036183731476216,0.7084462369906632,4.63223,4.48028
3.2930114335535534,0.34592232698093955,1.0377669809428187,0.2712080452893242,0.8136241358679727,0.21391634677969806,0.6417490403390942,0.7084462369906632,4.63223,4.48028
3.307911937777778,0.3357642231192596,1.0072926693577788,0.2821185428298836,0.8463556284896508,0.2258420219273716,0.6775260657821148,0.7084462369906632,4.63223,4.48028
3.322812442002002,0.3266676915761021,0.9800030747283063,0.29302904037044264,0.879087121111328,0.23730614381422546,0.7119184314426764,0.7084462369906632,4.63223,4.48028
3.337712946226226,0.31757116003294455,0.9527134800988337,0.30390009949845087,0.9117002984953527,0.2487702657010793,0.7463107971032379,0.7084462369906632,4.63223,4.48028
3.3526134504504506,0.3086891519797412,0.9260674559392237,0.3145382349894522,0.9436147049683566,0.2604147513662776,0.7812442540988329,0.7084462369906632,4.63223,4.48028
3.3675139546746746,0.3004818827881457,0.9014456483644371,0.32517637048045317,0.9755291114413596,0.27262653365013956,0.8178796009504188,0.7084462369906632,4.63223,4.48028
3.382414458898899,0.2922746135965499,0.8768238407896497,0.33581450597145446,1.0074435179143635,0.2848383159340019,0.8545149478020058,0.7084462369906632,4.63223,4.48028
3.397314963123123,0.28406734440495435,0.8522020332148631,0.3444679767889627,1.033403930366888,0.2970500982178639,0.8911502946535917,0.7084462369906632,4.63223,4.48028
3.4122154673473473,0.27586007521335876,0.8275802256400764,0.353085743736215,1.059257231208645,0.3094744336361728,0.9284233009085183,0.7084462369906632,4.63223,4.48028
3.4271159715715718,0.267652806021763,0.802958418065289,0.3617035106834675,1.0851105320504026,0.3219354359766827,0.9658063079300483,0.7084462369906632,4.63223,4.48028
3.442016475795796,0.2595144419645691,0.7785433258937073,0.37032127763071987,1.1109638328921596,0.33439643831719235,1.0031893149515771,0.7084462369906632,4.63223,4.48028
3.45691698002002,0.2536640013423926,0.7609920040271778,0.38074790826045957,1.1422437247813788,0.34617442732525594,1.038523281975768,0.7084462369906632,4.63223,4.48028
3.4718174842442444,0.24781356072021593,0.7434406821606478,0.3919856979473344,1.1759570938420032,0.3571650313246343,1.071495093973903,0.7084462369906632,4.63223,4.48028
