r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Ca-Li,g(r)_unweighted_Ca-Li,g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
0.5742005742005742,-0.0003119932343584675,-0.002406804950765321,0.0003647135909187431,0.006564844636537375,0.0015804255606479516,0.006564844636537646,0.00015630582467946065,0.006564844636537348,0.000356434493134025,0.003454672779606704,0.008096068891099862,0.018108367105536975,1.0,1.0,2.76694,0
0.5841005841005842,-0.0003138968209344971,-0.002421489761494692,0.00036389776810044925,0.006550159825808086,0.0015768903284353473,0.006550159825808366,0.00015595618632876308,0.006550159825808049,0.00035491939361433837,0.003439987968877434,0.008089503459847889,0.018093682294807706,1.0,1.0,2.76694,0
0.5940005940005941,-0.0003158004075105267,-0.0024361745722240634,0.0003630819452821554,0.0065354750150787965,0.0015733550962227431,0.006535475015079087,0.00015560654797806546,0.00653547501507875,0.00035340429409465177,0.0034253031581481636,0.008082938028595913,0.018078997484078436,1.0,1.0,2.76694,0
0.603900603900604,-0.0003177039940865563,-0.0024508593829534347,0.0003622661224638615,0.006520790204349507,0.001569819864010139,0.006520790204349808,0.00015525690962736786,0.00652079020434945,0.0003518891945749652,0.003410618347418894,0.008076372597343938,0.018064312673349167,1.0,1.0,2.76694,0
0.6138006138006139,-0.00031960758066258596,-0.002465544193682806,0.0003614502996455677,0.006506105393620219,0.0015662846317975345,0.006506105393620528,0.00015490727127667026,0.006506105393620151,0.0003503740950552786,0.0033959335366896236,0.008069807166091935,0.018049627862619835,1.0,1.0,2.76694,0
0.6237006237006237,-0.0003215111672386048,-0.0024802290044120944,0.0003606344768272739,0.0064914205828909294,0.0015627493995849302,0.0064914205828912495,0.00015455763292597264,0.006491420582890851,0.000348858995535592,0.003381248725960354,0.008063241734839913,0.018034943051890462,1.0,1.0,2.76694,0
0.6336006336006337,-0.00032341475381462135,-0.0024949138151413646,0.00035981865400898003,0.00647673577216164,0.001559214167372326,0.00647673577216197,0.00015420799457527504,0.0064767357721615525,0.0003473438960159054,0.0033665639152310836,0.008056676303587893,0.018020258241161092,1.0,1.0,2.76694,0
0.6435006435006436,-0.00032531834039063783,-0.002509598625870635,0.0003590028311906862,0.006462050961432351,0.0015556789351597218,0.006462050961432691,0.00015385835622457744,0.006462050961432253,0.0003458287964962188,0.0033518791045018133,0.008050110872335873,0.01800557343043172,1.0,1.0,2.76694,0
0.6534006534006535,-0.00032722192696665436,-0.002524283436599905,0.000358187008372392,0.006447366150703056,0.0015521437029471174,0.006447366150703411,0.00015350871787387982,0.006447366150702953,0.00034431369697652566,0.00333719429377248,0.008043545441083853,0.01799088861970235,1.0,1.0,2.76694,0
0.6633006633006634,-0.00032912551354267084,-0.0025389682473291753,0.00035737118555409736,0.006432681339973752,0.0015928430637948225,0.006616425034224648,0.00015315907952318224,0.006432681339973654,0.0003427985974568286,0.003322509483043108,0.008036980009831832,0.01797620380897298,1.0,1.0,2.76694,0
0.6732006732006732,-0.0003310291001186873,-0.002553653058058445,0.00035655536273580276,0.006417996529244449,0.0016998943142329907,0.007061099459121654,0.00015280944117248462,0.0064179965292443545,0.0003412834979371316,0.003307824672313737,0.00803041457857981,0.017961518998243605,1.0,1.0,2.76694,0
0.6831006831006832,-0.00033293268669470384,-0.0025683378687877153,0.0003557395399175081,0.006403311718515145,0.0018069455646711602,0.007505773884018666,0.00015245980282178702,0.006403311718515055,0.0003397683984174345,0.0032931398615843655,0.00802384914732779,0.017946834187514235,1.0,1.0,2.76694,0
