r (A),g(r)_weighted_K-F,g(r)_weighted_K-K,g(r)_weighted_F-F,S_i_K-F,Average_SCL,lambda_BC
1.8117431803412107,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8192297224087364,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.826716264476262,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8342028065437879,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8416893486113135,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8491758906788391,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8566624327463648,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8641489748138904,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.871635516881416,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8791220589489417,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8866086010164675,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.8940951430839932,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9015816851515188,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9090682272190445,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.91655476928657,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9240413113540957,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9315278534216214,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.939014395489147,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9465009375566726,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9539874796241985,0.0,0.0,0.0,1.0,4.692586036562379,4.63533
1.9614740216917241,0.0007810316659254497,0.0,0.0,1.0,4.692586036562379,4.63533
1.9689605637592498,0.0022190712821061028,0.0,0.0,1.0,4.692586036562379,4.63533
1.9764471058267754,0.0036571108982867556,0.0,0.0,1.0,4.692586036562379,4.63533
1.983933647894301,0.0050951505144674085,0.0,0.0,1.0,4.692586036562379,4.63533
1.9914201899618267,0.006533190130648061,0.0,0.0,1.0,4.692586036562379,4.63533
1.9989067320293523,0.007971229746828713,0.0,0.0,1.0,4.692586036562379,4.63533
2.006393274096878,0.009409269363009409,0.0,0.0,1.0,4.692586036562379,4.63533
2.013879816164404,0.012253091918359445,0.0,0.0,1.0,4.692586036562379,4.63533
2.0213663582319294,0.01581249695465978,0.0,0.0,1.0,4.692586036562379,4.63533
2.028852900299455,0.01937190199096012,0.0,0.0,1.0,4.692586036562379,4.63533
2.0363394423669807,0.022931307027260456,0.0,0.0,1.0,4.692586036562379,4.63533
2.0438259844345064,0.026490712063560795,0.0,0.0,1.0,4.692586036562379,4.63533
2.051312526502032,0.030050117099861134,0.0,0.0,1.0,4.692586036562379,4.63533
2.0587990685695576,0.03360952213616147,0.0,0.0,1.0,4.692586036562379,4.63533
2.0662856106370833,0.037168927172461806,0.0,0.0,1.0,4.692586036562379,4.63533
2.073772152704609,0.04072833220876214,0.0,0.0,1.0,4.692586036562379,4.63533
2.0812586947721345,0.04872550440558782,0.0,0.0,1.0,4.692586036562379,4.63533
2.08874523683966,0.05887509500414691,0.0,0.0,1.0,4.692586036562379,4.63533
2.0962317789071863,0.0690246856027066,0.0,0.0,1.0,4.692586036562379,4.63533
2.103718320974712,0.08063585256511346,0.0,0.0,1.0,4.692586036562379,4.63533
2.1112048630422375,0.09561858154393961,0.0,0.0,1.0,4.692586036562379,4.63533
2.118691405109763,0.11060131052276578,0.0,0.0,1.0,4.692586036562379,4.63533
2.126177947177289,0.1267717713379191,0.0,0.0,1.0,4.692586036562379,4.63533
2.1336644892448144,0.143499800287396,0.0,0.0,1.0,4.692586036562379,4.63533
