r (A),g(r)_weighted_Li-F,g(r)_unweighted_Li-F,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_F-F,g(r)_unweighted_F-F,S_i_Li-F,Average_SCL,lambda_BC
2.313604551801802,0.3704050285731426,1.1112150857194278,0.18371706236882218,0.5511511871064666,0.2071755420381203,0.6215266261143609,0.752800327649007,3.44935,3.28553
2.3238872386986986,0.36060005355278424,1.0818001606583527,0.1947753051099185,0.5843259153297555,0.21700893834367707,0.6510268150310312,0.752800327649007,3.44935,3.28553
2.3341699255955954,0.35079507853242586,1.0523852355972776,0.20583354785101482,0.6175006435530445,0.22681391343092663,0.6804417402927799,0.752800327649007,3.44935,3.28553
2.3444526124924923,0.34099010351206754,1.0229703105362027,0.2168917905921111,0.6506753717763334,0.23661888851817617,0.7098566655545285,0.752800327649007,3.44935,3.28553
2.354735299389389,0.33118512849170917,0.9935553854751276,0.22829300844296901,0.6848790253289071,0.2464238636054257,0.7392715908162771,0.752800327649007,3.44935,3.28553
2.3650179862862863,0.3216294628600582,0.9648883885801748,0.24325735521467223,0.7297720656440168,0.25622883869267565,0.7686865160780271,0.752800327649007,3.44935,3.28553
2.375300673183183,0.3150928127189188,0.9452784381567565,0.2582217019863748,0.7746651059591244,0.26612892641110564,0.7983867792333169,0.752800327649007,3.44935,3.28553
2.38558336008008,0.30855616257777935,0.9256684877333381,0.27151021830678,0.81453065492034,0.2763209401294558,0.8289628203883674,0.752800327649007,3.44935,3.28553
2.395866046976977,0.30201951243663994,0.9060585373099198,0.2818312448072945,0.8454937344218835,0.28651295384780595,0.8595388615434179,0.752800327649007,3.44935,3.28553
2.4061487338738736,0.29548286229550047,0.8864485868865014,0.2921522713078089,0.8764568139234268,0.29670496756615616,0.8901149026984685,0.752800327649007,3.44935,3.28553
2.4164314207707704,0.288946212154361,0.866838636463083,0.30213648255422754,0.9064094476626827,0.30689698128450627,0.9206909438535189,0.752800327649007,3.44935,3.28553
2.4267141076676677,0.28240956201322126,0.8472286860396638,0.3114254063844764,0.9342762191534293,0.3170144818672953,0.9510434456018859,0.752800327649007,3.44935,3.28553
2.4369967945645645,0.2758729118720818,0.8276187356162454,0.32071433021472484,0.9621429906441746,0.3269226672894696,0.980768001868409,0.752800327649007,3.44935,3.28553
2.4472794814614613,0.2693362617309424,0.8080087851928272,0.3300032540449733,0.99000976213492,0.336830852711644,1.010492558134932,0.752800327649007,3.44935,3.28553
