r (A),g(r)_weighted_Zn-Cl,g(r)_unweighted_Zn-Cl,g(r)_weighted_Zn-Zn,g(r)_unweighted_Zn-Zn,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Zn-Cl,Average_SCL,lambda_BC
2.621164280930931,0.1325836783700766,0.464042874295268,0.0011829298423329075,0.008280508896330351,0.0,0.0,0.9902505595888287,4.51281,0
2.6321314954954955,0.11487089840505761,0.4020481444177016,0.0014654908251014883,0.010258435775710416,0.0,0.0,0.9902505595888287,4.51281,0
2.6430987100600603,0.10414931397761848,0.3645225989216646,0.0017480518078700688,0.01223636265509048,0.0,0.0,0.9902505595888287,4.51281,0
2.6540659246246245,0.09342772955017976,0.3269970534256291,0.002030612790638638,0.014214289534470466,0.0,0.0,0.9902505595888287,4.51281,0
2.6650331391891893,0.08270614512274065,0.2894715079295922,0.0023131737734072193,0.016192216413850533,0.0,0.0,0.9902505595888287,4.51281,0
2.6760003537537536,0.07198456069530193,0.2519459624335567,0.0025957347561757884,0.018170143293230516,0.0,0.0,0.9902505595888287,4.51281,0
2.6869675683183183,0.06562317901984166,0.22968112656944575,0.002878295738944369,0.020148070172610583,0.0,0.0,0.9902505595888287,4.51281,0
2.697934782882883,0.06169497689179424,0.2159324191212798,0.00316085672171295,0.022125997051990646,0.0,0.0,0.9902505595888287,4.51281,0
2.7089019974474473,0.05776677476374698,0.2021837116731144,0.0034434177044815194,0.024103923931370633,0.0,0.0,0.9902505595888287,4.51281,0
2.719869212012012,0.05383857263569957,0.18843500422494847,0.0038249779028717503,0.02677484532010225,0.0,0.0,0.9902505595888287,4.51281,0
2.7308364265765768,0.049910370507652166,0.17468629677678255,0.004425538368880368,0.030978768582162572,0.0,0.0,0.9902505595888287,4.51281,0
2.741803641141141,0.04598216837960491,0.16093758932861715,0.005026098834888961,0.03518269184422272,0.0,0.0,0.9902505595888287,4.51281,0
2.752770855705706,0.042053966251557495,0.1471888818804512,0.0056266593008975786,0.039386615106283045,0.0,0.0,0.9902505595888287,4.51281,0
2.7637380702702705,0.038125764123510084,0.13344017443228529,0.0062272197669061965,0.04359053836834337,0.0,0.0,0.9902505595888287,4.51281,0
2.774705284834835,0.034197561995462825,0.11969146698411988,0.006827780232914789,0.04779446163040352,0.0,0.0,0.9902505595888287,4.51281,0
2.7856724993993995,0.030269359867415416,0.10594275953595395,0.007428340698923408,0.05199838489246385,0.0,0.0,0.9902505595888287,4.51281,0
2.796639713963964,0.02634115773936816,0.09219405208778855,0.008028901164932,0.056202308154524,0.0,0.0,0.9902505595888287,4.51281,0
2.8076069285285286,0.022412955611320746,0.0784453446396226,0.008629461630940619,0.06040623141658432,0.0,0.0,0.9902505595888287,4.51281,0
2.8185741430930933,0.019142377401416954,0.06699832090495933,0.010095585072594804,0.07066909550816362,0.0,0.0,0.9902505595888287,4.51281,0
2.8295413576576576,0.01873797693299894,0.06558291926549628,0.011980732461821884,0.08386512723275318,0.0,0.0,0.9902505595888287,4.51281,0
2.8405085722222223,0.018333576464580913,0.06416751762603319,0.01386587985104904,0.09706115895734327,0.0,0.0,0.9902505595888287,4.51281,0
2.8514757867867866,0.0179291759961629,0.06275211598657014,0.01575102724027612,0.11025719068193282,0.0067192992421150856,0.011758773673701399,0.9902505595888287,4.51281,0
2.8624430013513513,0.017524775527744875,0.06133671434710705,0.017666519088970194,0.12366563362279134,0.008687780707877651,0.015203616238785887,0.9902505595888287,4.51281,0
2.873410215915916,0.017120375059326846,0.05992131270764395,0.019695899982453923,0.13787129987717744,0.010656262173640218,0.01864845880387038,0.9902505595888287,4.51281,0
