r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_K-Cl,g(r)_unweighted_K-Cl,S_i_Li-Cl,S_i_K-Cl,Average_SCL,lambda_BC
0.33901839834834835,0.03663276095936634,0.20148018527651484,0.034882502261129836,0.19185376243621408,1.0,1.0,2.67993,0
0.34690254714714713,0.03668138769062046,0.20174763229841253,0.03492016063734422,0.1920608835053932,1.0,1.0,2.67993,0
0.3547866959459459,0.03673001442187458,0.2020150793203102,0.03495781901355861,0.19226800457457233,1.0,1.0,2.67993,0
0.36267084474474476,0.03677864115312871,0.2022825263422079,0.03499547738977299,0.19247512564375144,1.0,1.0,2.67993,0
0.37055499354354354,0.036827267884382835,0.20254997336410557,0.03503313576598737,0.19268224671293055,1.0,1.0,2.67993,0
0.3784391423423423,0.03687589461563695,0.20281742038600323,0.03507079414220176,0.1928893677821097,1.0,1.0,2.67993,0
0.3863232911411411,0.03692452134689107,0.2030848674079009,0.03510845251841615,0.1930964888512888,1.0,1.0,2.67993,0
0.3942074399399399,0.0369731480781452,0.2033523144297986,0.03514611089463053,0.1933036099204679,1.0,1.0,2.67993,0
0.40209158873873874,0.037021774809399326,0.20361976145169627,0.03518376927084491,0.19351073098964702,1.0,1.0,2.67993,0
0.4099757375375375,0.03707040154065345,0.20388720847359396,0.0352214276470593,0.19371785205882616,1.0,1.0,2.67993,0
0.4178598863363363,0.03711902827190757,0.20415465549549164,0.03525908602327369,0.19392497312800527,1.0,1.0,2.67993,0
0.42574403513513515,0.037167655003161694,0.20442210251738932,0.03529674439948807,0.19413209419718438,1.0,1.0,2.67993,0
0.43362818393393393,0.03721628173441582,0.204689549539287,0.03533440277570246,0.19433921526636352,1.0,1.0,2.67993,0
0.4415123327327327,0.037264908465669946,0.20495699656118468,0.03537206115191684,0.19454633633554264,1.0,1.0,2.67993,0
0.4493964815315315,0.03731353519692407,0.20522444358308237,0.035409719528131225,0.19475345740472175,1.0,1.0,2.67993,0
0.4572806303303303,0.037230248144158366,0.20476636479287103,0.035447377904345614,0.1949605784739009,1.0,1.0,2.67993,0
0.4651647791291291,0.03713664145270596,0.20425152798988278,0.03548503628056,0.19516769954308,1.0,1.0,2.67993,0
0.4730489279279279,0.03704303476125355,0.20373669118689453,0.035522694656774385,0.1953748206122591,1.0,1.0,2.67993,0
0.4809330767267267,0.036949428069801143,0.20322185438390628,0.03556035303298877,0.19558194168143822,1.0,1.0,2.67993,0
0.48881722552552553,0.03685582137834873,0.20270701758091803,0.03555553909132441,0.19555546500228427,1.0,1.0,2.67993,0
0.4967013743243243,0.036762214686896326,0.20219218077792978,0.03554858764581496,0.19551723205198224,1.0,1.0,2.67993,0
0.5045855231231231,0.03666860799544392,0.20167734397494155,0.035541636200305496,0.19547899910168023,1.0,1.0,2.67993,0
0.5124696719219219,0.03657500130399151,0.2011625071719533,0.03553468475479604,0.19544076615137823,1.0,1.0,2.67993,0
0.5203538207207207,0.0364813946125391,0.20064767036896505,0.03552773330928659,0.19540253320107623,1.0,1.0,2.67993,0
0.5282379695195195,0.03638778792108669,0.2001328335659768,0.03552078186377713,0.1953643002507742,1.0,1.0,2.67993,0
0.5361221183183182,0.036294181229634286,0.19961799676298855,0.035513830418267674,0.1953260673004722,1.0,1.0,2.67993,0
0.5440062671171171,0.03620057453818187,0.1991031599600003,0.03550687897275822,0.1952878343501702,1.0,1.0,2.67993,0
0.5518904159159159,0.03610696784672947,0.19858832315701205,0.03549992752724876,0.19524960139986816,1.0,1.0,2.67993,0
0.5597745647147147,0.03601336115527706,0.19807348635402383,0.035492976081739305,0.19521136844956616,1.0,1.0,2.67993,0
0.5676587135135135,0.03591975446382465,0.19755864955103558,0.035486024636229845,0.19517313549926416,1.0,1.0,2.67993,0
0.5755428623123123,0.035826147772372245,0.19704381274804733,0.03547907319072039,0.19513490254896212,1.0,1.0,2.67993,0
0.5834270111111111,0.03573254108091983,0.19652897594505908,0.03547212174521093,0.19509666959866012,1.0,1.0,2.67993,0
0.5913111599099099,0.03563893438946743,0.19601413914207083,0.035465170299701476,0.19505843664835812,1.0,1.0,2.67993,0
