r (A),g(r)_weighted_Ca-Cl,g(r)_unweighted_Ca-Cl,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,g(r)_weighted_Ca-Ca,g(r)_unweighted_Ca-Ca,S_i_Ca-Cl,Average_SCL,lambda_BC
0.3580227759279279,0.0,0.0,0.0,0.0,0.00030722337694784877,0.0021505636386349412,1.0,4.7543,7.72598
0.36796785303703705,0.0,0.0,0.0,0.0,0.00020510480613655335,0.0014357336429558732,1.0,4.7543,7.72598
0.37791293014614613,0.0,0.0,0.0,0.0,0.00010298623532525853,0.0007209036472768096,1.0,4.7543,7.72598
0.38785800725525527,0.0,0.0,0.0,0.0,0.0003283681516321327,0.0022985770614249285,1.0,4.7543,7.72598
0.39780308436436435,0.0,0.0,0.0,0.0,0.000557105068066501,0.0038997354764655065,1.0,4.7543,7.72598
0.4077481614734735,0.0,0.0,0.0,0.0,0.0007858419845008705,0.005500893891506093,1.0,4.7543,7.72598
0.41769323858258256,0.0,0.0,0.0,0.0,0.0010145789009352389,0.007102052306546671,1.0,4.7543,7.72598
0.4276383156916917,0.0,0.0,0.0,0.0,0.0012433158173696085,0.008703210721587258,1.0,4.7543,7.72598
0.4375833928008008,0.0,0.0,0.0,0.0,0.001472052733803977,0.010304369136627837,1.0,4.7543,7.72598
0.4475284699099099,0.0,0.0,0.0,0.0,0.0017007896502383465,0.011905527551668424,1.0,4.7543,7.72598
0.457473547019019,0.0,0.0,0.0,0.0,0.0019295265666727146,0.013506685966709,1.0,4.7543,7.72598
0.4674186241281281,0.0,0.0,0.0,0.0,0.0021582634831070844,0.015107844381749587,1.0,4.7543,7.72598
0.47736370123723726,0.0,0.0,0.0,0.0,0.002387000399541454,0.016709002796790176,1.0,4.7543,7.72598
0.48730877834634634,0.0,0.0,0.0,0.0,0.002607237971660323,0.018250665801622257,1.0,4.7543,7.72598
0.4972538554554555,0.0,0.0,0.0,0.0,0.002606581747250746,0.01824607223075522,1.0,4.7543,7.72598
0.5071989325645646,0.0,0.0,0.0,0.0,0.0026059255228411686,0.018241478659888177,1.0,4.7543,7.72598
0.5171440096736737,0.0,0.0,0.0,0.0,0.002605269298431592,0.01823688508902114,1.0,4.7543,7.72598
0.5270890867827828,0.0,0.0,0.0,0.0,0.002604613074022014,0.018232291518154097,1.0,4.7543,7.72598
0.5370341638918918,0.0,0.0,0.0,0.0,0.0026039568496124374,0.01822769794728706,1.0,4.7543,7.72598
0.546979241001001,0.0,0.0,0.0,0.0,0.0026033006252028598,0.018223104376420017,1.0,4.7543,7.72598
0.5569243181101101,0.0,0.0,0.0,0.0,0.002602644400793283,0.01821851080555298,1.0,4.7543,7.72598
0.5668693952192192,0.0,0.0,0.0,0.0,0.0026019881763837058,0.018213917234685937,1.0,4.7543,7.72598
0.5768144723283283,0.0,0.0,0.0,0.0,0.002601331951974128,0.018209323663818895,1.0,4.7543,7.72598
0.5867595494374375,0.0,0.0,0.0,0.0,0.0026006757275645513,0.018204730092951857,1.0,4.7543,7.72598
0.5967046265465465,0.0,0.0,0.0,0.0,0.0025457631596296788,0.01782034211740775,1.0,4.7543,7.72598
0.6066497036556556,0.0,0.0,0.0,0.0,0.0024482988183199598,0.017138091728239716,1.0,4.7543,7.72598
0.6165947807647647,0.0,0.0,0.0,0.0,0.0023508344770102408,0.016455841339071683,1.0,4.7543,7.72598
0.6265398578738739,0.0,0.0,0.0,0.0,0.00225337013570052,0.01577359094990364,1.0,4.7543,7.72598
0.636484934982983,0.0,0.0,0.0,0.0,0.002155905794390801,0.015091340560735605,1.0,4.7543,7.72598
0.646430012092092,0.0,0.0,0.0,0.0,0.0020584414530810816,0.01440909017156757,1.0,4.7543,7.72598
0.6563750892012012,0.0,0.0,0.0,0.0,0.0019609771117713613,0.013726839782399528,1.0,4.7543,7.72598
0.6663201663103103,0.0,0.0,0.0,0.0,0.001863512770461642,0.013044589393231493,1.0,4.7543,7.72598
0.6762652434194194,0.0,0.0,0.0,0.0,0.0017660484291519229,0.012362339004063458,1.0,4.7543,7.72598
0.6862103205285285,0.0,0.0,0.0,0.0,0.0016685840878422036,0.011680088614895424,1.0,4.7543,7.72598
