r (A),g(r)_weighted_Ca-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Ca-Ca,S_i_Ca-Cl,Average_SCL,lambda_BC
7.727324913777778,0.2538420988526218,0.616321894192769,0.15322000777035039,2.7656495517748353e-11,2.67456,3.372692
7.82767978278788,0.2507335211781395,0.5986137233169485,0.15938288309242535,2.7656495517748353e-11,2.67456,3.372692
7.92803465179798,0.2503963976489049,0.589677783267424,0.16676649929871404,2.7656495517748353e-11,2.67456,3.372692
8.028389520808082,0.2520126201870248,0.5845299093074978,0.1675287325292547,2.716839216712554e-11,2.67456,3.372692
8.128744389818182,0.254492712701145,0.5754752416632962,0.1722160863221736,5.407890290998864e-13,2.67456,3.372692
8.229099258828283,0.259632171179472,0.5641421239934021,0.17198775028019864,1.114481912375687e-14,2.67456,3.372692
8.329454127838384,0.26137200807956884,0.5573982069102367,0.17367673436401201,1.114481912375687e-14,2.67456,3.372692
8.429808996848486,0.26409160687374733,0.5534887662731798,0.17464195197508975,1.114481912375687e-14,2.67456,3.372692
8.530163865858587,0.2693220248957206,0.5558367754787428,0.16993032186343168,1.114481912375687e-14,2.67456,3.372692
8.630518734868687,0.2793229832912847,0.554285596000724,0.16426586503511859,1.114481912375687e-14,2.67456,3.372692
8.730873603878788,0.2884341791014055,0.5533377815444318,0.1614248315143026,1.114481912375687e-14,2.67456,3.372692
8.83122847288889,0.29119352502185575,0.5501340762586883,0.1565275362038403,1.114481912375687e-14,2.67456,3.372692
8.93158334189899,0.29334969780739034,0.5399265111802537,0.15176612937266737,1.114481912375687e-14,2.67456,3.372692
9.031938210909091,0.3016954009731997,0.5431811495331876,0.14901116129037628,1.114481912375687e-14,2.67456,3.372692
9.132293079919192,0.3058934474655658,0.5425230121687237,0.14603831458284625,1.114481912375687e-14,2.67456,3.372692
9.232647948929294,0.30541706486981807,0.5391090130857024,0.14109576731267376,1.114481912375687e-14,2.67456,3.372692
9.333002817939395,0.30870365343863854,0.5357451737219168,0.1397548724713037,1.114481912375687e-14,2.67456,3.372692
9.433357686949496,0.3083127595838565,0.5369042749685655,0.1372987599724894,1.114481912375687e-14,2.67456,3.372692
9.533712555959596,0.3074510619237587,0.5623935797437327,0.1365206498027478,1.114481912375687e-14,2.67456,3.372692
9.634067424969697,0.3077389884536659,0.5690507926381448,0.1367938213706199,1.114481912375687e-14,2.67456,3.372692
9.734422293979799,0.3070702628011192,0.5762298875004382,0.13890691005986994,1.114481912375687e-14,2.67456,3.372692
9.8347771629899,0.3048544995718617,0.580186158960236,0.1395629921623483,1.114481912375687e-14,2.67456,3.372692
9.935132032,0.3008675376123047,0.5738723870469871,0.1370306488571429,3.576322605094978e-15,2.67456,3.372692
