r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
2.497780475885886,1.1847812438657828,3.5543437315973483,0.014589174829086855,0.04376752448726057,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.511734556756757,1.1490338715296537,3.4471016145889615,0.016690654967951735,0.05007196490385521,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.5256886376276277,1.1136714611587542,3.3410143834762627,0.018792135106816613,0.056376405320449845,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.5396427184984987,1.0799689729885353,3.2399069189656062,0.020893615245681497,0.0626808457370445,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.5535967993693696,1.0457526118199894,3.1372578354599683,0.022995095384546377,0.06898528615363914,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.56755088024024,1.0063323473253376,3.018997041976013,0.025096575523411185,0.07528972657023356,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.581504961111111,0.9702109796560623,2.910632938968187,0.027198055662276066,0.0815941669868282,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.595459041981982,0.9346563082459747,2.8039689247379243,0.029299535801140947,0.08789860740342284,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6094131228528528,0.9009158762614691,2.702747628784407,0.03140101594000583,0.09420304782001748,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6233672037237237,0.8668165878922587,2.6004497636767763,0.035544921146961186,0.10663476344088357,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6373212845945946,0.8312081749380706,2.493624524814212,0.04018568989126431,0.12055706967379293,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6512753654654655,0.7962844806085831,2.3888534418257494,0.044826458635567425,0.13447937590670228,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6652294463363364,0.7635812973244899,2.2907438919734697,0.04946722737987054,0.14840168213961163,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6791835272072073,0.7373711703780939,2.2121135111342816,0.05410799612417366,0.162323988372521,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.6931376080780782,0.7053927319472462,2.1161781958417385,0.05874876486847678,0.17624629460543034,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.707091688948949,0.6791509584335392,2.037452875300618,0.0633895336127799,0.1901686008383397,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.7210457698198196,0.6558595528891642,1.9675786586674928,0.06941004762815975,0.20823014288447925,0.0,0.0,0.7426316606381963,4.25921,3.893446
2.7349998506906905,0.6233143715403817,1.8699431146211454,0.07706543951978136,0.23119631855934408,0.006895763412957235,0.020687290238871708,0.7426316606381963,4.25921,3.893446
2.7489539315615614,0.5976422595326953,1.792926778598086,0.08472083141140296,0.2541624942342089,0.009104705603020943,0.02731411680906283,0.7426316606381963,4.25921,3.893446
2.7629080124324323,0.5771966087061052,1.7315898261183158,0.09237622330302456,0.2771286699090737,0.011313647793084651,0.033940943379253956,0.7426316606381963,4.25921,3.893446
2.7768620933033032,0.5547889624698998,1.6643668874096995,0.10031154137636616,0.3009346241290985,0.01352258998314836,0.04056776994944508,0.7426316606381963,4.25921,3.893446
