r (A),g(r)_weighted_Na-Cl,g(r)_unweighted_Na-Cl,g(r)_weighted_Na-Na,g(r)_unweighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
1.2759416384384383,-0.0002927225717516659,-0.0008781677152549978,0.0015653047338384763,0.004695914201515429,1.0,4.53717,4.352426
1.2918909089189188,-0.00029397171649208243,-0.0008819151494762473,0.0015628023746350507,0.004688407123905152,1.0,4.53717,4.352426
1.3078401793993994,-0.0002952208612324989,-0.0008856625836974968,0.0015603000494771526,0.004680900148431458,1.0,4.53717,4.352426
1.32378944987988,-0.00029647000597291537,-0.0008894100179187462,0.0015577977243192544,0.004673393172957763,1.0,4.53717,4.352426
1.3397387203603603,-0.0002977191507133319,-0.0008931574521399957,0.001555295399161356,0.004665886197484068,1.0,4.53717,4.352426
1.3556879908408408,-0.00029896829545374837,-0.0008969048863612452,0.001552793074003458,0.004658379222010374,1.0,4.53717,4.352426
1.3716372613213212,-0.00030021744019416484,-0.0009006523205824946,0.0015502907488455597,0.004650872246536679,1.0,4.53717,4.352426
1.3875865318018017,-0.00030146658493458137,-0.0009043997548037441,0.0015477884236876614,0.0046433652710629846,1.0,4.53717,4.352426
1.4035358022822821,-0.00030271572967499784,-0.0009081471890249936,0.0015452860985297632,0.00463585829558929,1.0,4.53717,4.352426
1.4194850727627628,-0.0003039648744154143,-0.000911894623246243,0.001542783773371865,0.004628351320115596,1.0,4.53717,4.352426
1.4354343432432433,-0.00030521401915583083,-0.0009156420574674925,0.0015402814464807251,0.004620844339442176,1.0,4.53717,4.352426
1.4513836137237237,-0.0003064631638962473,-0.000919389491688742,0.0015377790844273063,0.004613337253281919,1.0,4.53717,4.352426
