r (A),g(r)_weighted_K-K,g(r)_weighted_K-Cl,g(r)_weighted_Ca-K,g(r)_weighted_Cl-Cl,g(r)_weighted_Ca-Cl,g(r)_weighted_Ca-Ca,S_i_K-Cl,S_i_Ca-Cl,Average_SCL,lambda_BC
13.299808566868688,0.14186301398371495,0.2590527993862749,0.05585982674590462,0.44120882700911207,0.09613540855813439,0.022091738952323196,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
13.449244618181819,0.1404300270657816,0.2548347415092679,0.05469806776709246,0.43793955770910586,0.09609288582413977,0.02152734059519323,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
13.59868066949495,0.13880787854840773,0.2517848359911182,0.05387424493343118,0.43460261981286374,0.09804116834718578,0.020936195254987675,2.4409932157620743e-10,5.693974419733748e-40,3.94714,0
13.748116720808081,0.1369318597967729,0.2498843202090648,0.05293874422138294,0.4335837771787402,0.10101843486094582,0.020633188566178066,5.580365106461247e-11,5.693974419733748e-40,3.94714,0
13.897552772121212,0.13531565779101287,0.24747578398162656,0.05264330644246274,0.4305483976044771,0.10185184857829702,0.0201086329737131,4.019282573407641e-11,5.693974419733748e-40,3.94714,0
14.046988823434344,0.13448814931536698,0.24501960064319148,0.05146789288979457,0.42864119690063773,0.10211636084837611,0.019711247179762588,4.019282573407641e-11,5.693974419733748e-40,3.94714,0
14.196424874747475,0.1332625316011104,0.24256341729460087,0.05109813944615299,0.43229375410648113,0.10261689588766751,0.019655202811939106,4.019282573407641e-11,5.693974419733748e-40,3.94714,0
14.345860926060606,0.13212991605872057,0.2405674848377714,0.05080270166968943,0.4309931420528601,0.10210630433347223,0.019633083777994297,4.019282573407641e-11,5.693974419733748e-40,3.94714,0
14.495296977373737,0.1315596230227569,0.23956843781208476,0.05029377950744122,0.42956161528399633,0.10168175764566324,0.019593200580346668,4.019282573407641e-11,5.693974419733748e-40,3.94714,0
14.644733028686868,0.13206351366114083,0.23929679748403898,0.05034079569784592,0.4277564734698105,0.10207901565693787,0.01946362034932278,4.019282573407641e-11,5.0133425574976665e-40,3.94714,0
14.79416908,0.13244088243711696,0.23921586392561342,0.050471245214343034,0.43277749170239604,0.10527579398537001,0.01952805967466605,1.6002189256434265e-11,0.0,3.94714,0
